Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
005930,KR7005930003,삼성전자,KOSPI,,67000,2,-300,-0.45,66700,67100,66300,13096272,873861087600,399378452595000,5969782550,STK
373220,KR7373220003,LG에너지솔루션,KOSPI,,526000,2,-16000,-2.95,533000,540000,524000,288015,152610338000,123318000000000,234000000,STK
000660,KR7000660001,SK하이닉스,KOSPI,,115800,1,900,0.78,117200,118500,115000,3350180,390846924300,84521074576500,728002365,STK
207940,KR7207940008,삼성바이오로직스,KOSPI,,781000,2,-13000,-1.64,789000,790000,776000,44972,35126677000,55658068000000,71174000,STK
005490,KR7005490008,POSCO홀딩스,KOSPI,,546000,2,-31000,-5.37,570000,572000,544000,1636204,909778736000,46175891580000,84571230,STK
005935,KR7005931001,삼성전자우,KOSPI,,55000,2,-500,-0.9,54800,55400,54700,1879615,103125413500,45176479830000,822886700,STK
006400,KR7006400006,삼성SDI,KOSPI,,601000,2,-9000,-1.48,600000,616000,600000,186587,113175754000,41465011590000,68764530,STK
051910,KR7051910008,LG화학,KOSPI,,584000,2,-13000,-2.18,584000,601000,583000,289246,170599726000,41225928312000,70592343,STK
005380,KR7005380001,현대차,KOSPI,,185800,2,-3000,-1.59,186900,188100,185300,561401,104661722150,39281400664200,211531506,STK
035420,KR7035420009,NAVER,KOSPI,,222500,1,1500,0.68,219500,225500,218000,936244,208304969500,36418896870000,164049085,STK
003670,KR7003670007,포스코퓨처엠,KOSPI,,410500,2,-23500,-5.41,426000,429500,410000,580414,242551204000,31837383420000,77463220,STK
000270,KR7000270009,기아,KOSPI,,78000,2,-700,-0.89,77900,79000,77900,698749,54601209500,31319243413700,402044203,STK
247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,303500,2,-14500,-4.56,312000,318000,301500,1038042,320287480500,29731608576000,97801344,KSQ
086520,KR7086520004,에코프로,KOSDAQ,우량기업부,1023000,2,-70000,-6.4,1083000,1116000,1023000,680181,723998210000,27426498040000,26627668,KSQ
035720,KR7035720002,카카오,KOSPI,,50300,2,-400,-0.79,50300,51100,49850,1115098,56288997400,22350859827000,444351090,STK
012330,KR7012330007,현대모비스,KOSPI,,229000,2,-4000,-1.72,230000,232500,227500,144082,33074242500,21591286526000,94285094,STK
068270,KR7068270008,셀트리온,KOSPI,,145700,2,-8300,-5.39,150000,150400,144400,835366,122560773900,21374804420000,146402770,STK
105560,KR7105560007,KB금융,KOSPI,,51000,2,-600,-1.16,51000,51500,50800,828392,42244676100,20659766886400,403511072,STK
028260,KR7028260008,삼성물산,KOSPI,,103800,2,-700,-0.67,103500,104500,103200,229505,23827085000,19264415346000,185591670,STK
055550,KR7055550008,신한지주,KOSPI,,34550,2,-400,-1.14,34600,34700,34400,747635,25828476400,17960727638700,518347118,STK
096770,KR7096770003,SK이노베이션,KOSPI,,179400,2,-4800,-2.61,182000,185600,178600,551819,99935397000,16551335956000,92465564,STK
066570,KR7066570003,LG전자,KOSPI,,99600,2,-1900,-1.87,100500,100600,98900,997040,99433606300,16299322274400,163647814,STK
047050,KR7047050000,포스코인터내셔널,KOSPI,,86300,2,-4300,-4.75,88600,89200,85300,3566375,310715277400,15182136604400,175922788,STK
032830,KR7032830002,삼성생명,KOSPI,,67500,2,-1800,-2.6,68700,69400,67200,158971,10788186600,13460000000000,200000000,STK
003550,KR7003550001,LG,KOSPI,,81400,1,200,0.25,80900,82000,79800,168407,13688794600,12804300830200,157300993,STK
323410,KR7323410001,카카오뱅크,KOSPI,,26600,2,-500,-1.85,26700,27050,26400,1018830,27123485600,12705844201050,476767137,STK
000810,KR7000810002,삼성화재,KOSPI,,249000,2,-1500,-0.6,249000,251500,244500,47591,11831164000,11796334413000,47374837,STK
015760,KR7015760002,한국전력,KOSPI,,18340,2,-300,-1.61,18590,18590,18310,1147652,21088132710,11780040812950,641964077,STK
033780,KR7033780008,KT&G,KOSPI,,85200,2,-1300,-1.5,85900,86100,84700,270499,23113128500,11683591494700,137292497,STK
086790,KR7086790003,하나금융지주,KOSPI,,37850,2,-450,-1.17,37850,38050,37550,1151779,43591585750,11229536914200,295903476,STK
329180,KR7329180004,HD현대중공업,KOSPI,,124000,2,-3700,-2.9,125500,127400,123800,101195,12685240100,11007866384000,88773116,STK
009150,KR7009150004,삼성전기,KOSPI,,144700,2,-3200,-2.16,146600,146900,144500,357625,52001535300,10808177811200,74693696,STK
091990,KR7091990002,셀트리온헬스케어,KOSDAQ GLOBAL,우량기업부,65000,2,-5500,-7.8,67200,68200,64800,1783975,117702115300,10739546477200,164464724,KSQ
034730,KR7034730002,SK,KOSPI,,143500,2,-5000,-3.37,147800,148200,143500,189583,27505709700,10525919710200,73198329,STK
018260,KR7018260000,삼성에스디에스,KOSPI,,135600,2,-1700,-1.24,136000,137300,134500,108720,14743403000,10476954120000,77377800,STK
034020,KR7034020008,두산에너빌리티,KOSPI,,16310,2,-300,-1.81,16450,16580,16300,2871558,47131481390,10473174737100,640561146,STK
138040,KR7138040001,메리츠금융지주,KOSPI,,49700,2,-500,-1.0,49900,50300,49100,338204,16877214750,10410892900000,208217858,STK
017670,KR7017670001,SK텔레콤,KOSPI,,47300,1,100,0.21,47350,47550,46900,640769,30285314950,10372691025600,218833144,STK
352820,KR7352820005,하이브,KOSPI,,241000,2,-11000,-4.37,251500,253000,241000,299022,73157324500,10058981425500,41652097,STK
010130,KR7010130003,고려아연,KOSPI,,472500,2,-15500,-3.18,488000,488500,471000,44996,21450027500,9375410576000,19863158,STK
003490,KR7003490000,대한항공,KOSPI,,24350,2,-450,-1.81,24450,24600,24150,954240,23240585550,9002995161450,368220661,STK
042660,KR7042660001,한화오션,KOSPI,,40650,2,-2650,-6.12,41750,42500,40400,1276803,52500471500,8837591009250,216873399,STK
030200,KR7030200000,KT,KOSPI,,32500,1,100,0.31,32400,32500,32100,771079,24919085750,8473078169600,261111808,STK
011200,KR7011200003,HMM,KOSPI,,17220,1,120,0.7,16990,17280,16720,1260556,21475137710,8416369726160,489039496,STK
024110,KR7024110009,기업은행,KOSPI,,10420,2,-20,-0.19,10400,10440,10350,546723,5684001570,8317151813670,797425869,STK
010950,KR7010950004,S-Oil,KOSPI,,73800,2,-3100,-4.03,75000,76000,73200,469532,34755907700,8308610049600,112582792,STK
316140,KR7316140003,우리금융지주,KOSPI,,11320,2,-120,-1.05,11360,11400,11310,2050515,23232828840,8241645414680,728060549,STK
009540,KR7009540006,HD한국조선해양,KOSPI,,114000,2,-2500,-2.15,114800,116500,113700,217263,24954486200,8068135224000,70773116,STK
066970,KR7066970005,엘앤에프,KOSDAQ GLOBAL,우량기업부,212500,2,-4500,-2.07,214500,221500,211000,398647,85722086500,7737192176000,36239776,KSQ
259960,KR7259960003,크래프톤,KOSPI,,158000,2,-3500,-2.17,160400,160900,157900,123196,19563225600,7665494765500,48362743,STK
010140,KR7010140002,삼성중공업,KOSPI,,8510,2,-230,-2.63,8600,8820,8470,9319934,80266176630,7480000000000,880000000,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,127100,2,-4500,-3.42,131600,131600,124100,461465,58410120800,7440278944800,58492759,STK
326030,KR7326030004,SK바이오팜,KOSPI,,93900,2,-1600,-1.68,94200,95300,92600,203396,19103069500,7369276825000,78313250,STK
051900,KR7051900009,LG생활건강,KOSPI,,460000,2,-35000,-7.07,494000,494000,456500,151856,70606040000,7199988817000,15618197,STK
028050,KR7028050003,삼성엔지니어링,KOSPI,,36350,2,-950,-2.55,36950,37300,36100,769477,28125543650,7105000000000,196000000,STK
001570,KR7001570001,금양,KOSPI,,119800,2,-11300,-8.62,126100,128800,119600,1689203,208111049200,6960199436300,58050037,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,91000,2,-5900,-6.09,95400,97300,91000,389286,36296525100,6495210631200,71297592,STK
402340,KR7402340004,SK스퀘어,KOSPI,,45150,2,-350,-0.77,45000,46050,45000,302406,13745188100,6422627723400,141467571,STK
086280,KR7086280005,현대글로비스,KOSPI,,169500,1,1400,0.83,168500,171400,167000,103312,17488102700,6363750000000,37500000,STK
377300,KR7377300009,카카오페이,KOSPI,,45650,2,-1600,-3.39,46750,46900,45650,279139,12823678550,6128199127700,134096261,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,79500,2,-1400,-1.73,79800,81200,79500,155720,12448033600,6119688466200,76784046,STK
009830,KR7009830001,한화솔루션,KOSPI,,35300,2,-1550,-4.21,36300,36400,35250,1162626,41475928300,6084995774400,171892536,STK
011070,KR7011070000,LG이노텍,KOSPI,,252000,2,-7500,-2.89,258000,265500,251000,281433,72009195500,5952277410500,23667107,STK
000100,KR7000100008,유한양행,KOSPI,,74200,2,-1000,-1.33,75000,75700,73700,368449,27529578000,5732571543600,76638657,STK
011170,KR7011170008,롯데케미칼,KOSPI,,132800,2,-4000,-2.92,136500,136500,132800,137231,18412892900,5689130727000,42775419,STK
036570,KR7036570000,엔씨소프트,KOSPI,,257000,2,-5500,-2.1,259500,262000,256500,108138,27979572500,5653160665000,21954022,STK
005830,KR7005830005,DB손해보험,KOSPI,,79500,2,-200,-0.25,79000,80800,78600,138118,10998656600,5621520000000,70800000,STK
012450,KR7012450003,한화에어로스페이스,KOSPI,,109200,2,-4500,-3.96,112500,113800,109200,509649,56486021300,5543985000000,50630000,STK
241560,KR7241560002,두산밥캣,KOSPI,,53700,2,-1500,-2.72,55300,55500,53600,295278,16002938200,5393405130800,100249166,STK
018880,KR7018880005,한온시스템,KOSPI,,9540,2,-50,-0.52,9690,9750,9460,1105227,10568957490,5092452000000,533800000,STK
088980,KR7088980008,맥쿼리인프라,KOSPI,,11940,2,-20,-0.17,11960,11970,11900,655971,7825519580,4833855831180,404845547,STK
161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,38750,1,150,0.39,38600,39250,38050,236901,9151162200,4806352677200,123875069,STK
271560,KR7271560005,오리온,KOSPI,,121000,2,-4600,-3.66,123700,123900,115100,179874,21512114800,4799686424800,39536132,STK
034220,KR7034220004,LG디스플레이,KOSPI,,13340,2,-380,-2.77,13650,13670,13260,1362340,18309948280,4794730380000,357815700,STK
042700,KR7042700005,한미반도체,KOSPI,,48150,1,2550,5.59,46600,49500,46550,4922985,236418441850,4686887391300,97339302,STK
267250,KR7267250009,HD현대,KOSPI,,59200,2,-1700,-2.79,60300,60400,59200,157367,9375977700,4684289940500,78993085,STK
097950,KR7097950000,CJ제일제당,KOSPI,,309500,2,-4500,-1.43,314000,318000,308500,36104,11208267000,4681851846000,15054186,STK
005070,KR7005070008,코스모신소재,KOSPI,,149200,2,-5700,-3.68,154000,155500,147800,258971,38898308600,4597613400000,30650756,STK
004020,KR7004020004,현대제철,KOSPI,,34300,2,-300,-0.87,34150,34700,33750,402879,13824147250,4577190425500,133445785,STK
047810,KR7047810007,한국항공우주,KOSPI,,46500,2,-1450,-3.02,47200,47500,46500,496020,23255672350,4537466230850,97475107,STK
032640,KR7032640005,LG유플러스,KOSPI,,10260,1,60,0.59,10160,10320,10150,986834,10110228880,4475266450250,436611361,STK
022100,KR7022100002,포스코DX,KOSDAQ GLOBAL,우량기업부,28900,2,-950,-3.18,29400,29400,28400,2975736,86169830600,4401405404550,152034729,KSQ
307950,KR7307950006,현대오토에버,KOSPI,,151300,2,-3300,-2.13,154000,156000,150000,83316,12666414500,4149248476600,27423982,STK
383220,KR7383220001,F&F,KOSPI,,106900,2,-5700,-5.06,111400,111900,104900,222399,23747745100,4102687732500,38307075,STK
035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,114300,2,-4700,-3.95,115700,119700,113900,1035359,120156175600,4060913084800,35497492,KSQ
006800,KR7006800007,미래에셋증권,KOSPI,,6670,2,-120,-1.77,6760,6770,6650,774133,5181896740,4049566769520,605316408,STK
251270,KR7251270005,넷마블,KOSPI,,46650,1,100,0.21,46650,47700,46450,113871,5355329850,4022623893600,85953502,STK
128940,KR7128940004,한미약품,KOSPI,,315000,2,-6000,-1.87,319000,319000,309000,80054,25213082000,3963360849000,12562158,STK
006260,KR7006260004,LS,KOSPI,,122600,1,2500,2.08,118700,129400,116500,1891751,234784944500,3947720000000,32200000,STK
000720,KR7000720003,현대건설,KOSPI,,34950,2,-800,-2.24,35600,35700,34900,510018,17913907000,3897451775000,111355765,STK
028300,KR7028300002,HLB,KOSDAQ,중견기업부,30700,1,100,0.33,30500,31250,30100,776679,23864065850,3776097601500,122799922,KSQ
005387,KR7005382007,현대차2우B,KOSPI,,102100,2,-1000,-0.97,102800,102800,101600,71522,7312455000,3687912953700,36120597,STK
011790,KR7011790003,SKC,KOSPI,,95300,2,-2400,-2.46,97500,98000,95300,246039,23671849000,3612635629200,37868298,STK
263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,55700,2,-700,-1.24,55500,56900,55000,326701,18228003400,3591455094500,64247855,KSQ
008770,KR7008770000,호텔신라,KOSPI,,90400,2,-600,-0.66,90000,91000,87200,1196313,106875697200,3555879762600,39248121,STK
078930,KR7078930005,GS,KOSPI,,38150,2,-800,-2.05,38500,38750,38100,161109,6180539950,3554013208500,92915378,STK
010620,KR7010620003,현대미포조선,KOSPI,,88200,2,-3900,-4.23,90500,91300,88200,233633,20923286600,3534880186500,39942149,STK
011780,KR7011780004,금호석유,KOSPI,,117400,2,-7000,-5.63,123200,123500,117100,96727,11549064400,3453225953600,29314312,STK
005940,KR7005940002,NH투자증권,KOSPI,,10380,2,-30,-0.29,10430,10490,10300,561677,5844238700,3442692259980,331665921,STK
035250,KR7035250000,강원랜드,KOSPI,,16000,2,-560,-3.38,16400,16460,15950,957715,15378400930,3431605620000,213940500,STK
029780,KR7029780004,삼성카드,KOSPI,,29350,3,0,0.0,29150,29450,29000,73985,2166121000,3406251395400,115858891,STK
016360,KR7016360000,삼성증권,KOSPI,,36250,1,150,0.42,35950,36500,35750,149829,5422112850,3250520000000,89300000,STK
064350,KR7064350002,현대로템,KOSPI,,29600,3,0,0.0,29050,30250,29000,1751739,52237869400,3246983216750,109142293,STK
041510,KR7041510009,에스엠,KOSDAQ,우량기업부,131300,2,-5400,-3.95,135700,137500,130600,193378,25639607800,3148062022100,23830901,KSQ
021240,KR7021240007,코웨이,KOSPI,,42200,2,-250,-0.59,42450,42550,41700,247762,10463338600,3129103845600,73799619,STK
180640,KR7180640005,한진칼,KOSPI,,46650,2,-1250,-2.61,46800,47250,46450,32987,1541275000,3121136543250,66762279,STK
068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,78300,2,-5300,-6.34,80900,82000,78300,477443,38177311300,3113280604800,39609168,KSQ
010120,KR7010120004,LS ELECTRIC,KOSPI,,100600,2,-1900,-1.85,102500,105300,99200,462899,47202386800,3024000000000,30000000,STK
004370,KR7004370003,농심,KOSPI,,475500,1,2000,0.42,470000,490000,452000,72241,33902268000,2898378913000,6082642,STK
282330,KR7282330000,BGF리테일,KOSPI,,163600,2,-5600,-3.31,169200,169300,163600,25907,4292765700,2841474146400,17283906,STK
071050,KR7071050009,한국금융지주,KOSPI,,50600,2,-1200,-2.32,51400,51700,50300,154538,7864166000,2819735195200,55725992,STK
112610,KR7112610001,씨에스윈드,KOSPI,,65400,2,-1400,-2.1,65600,67400,65200,315201,20779353600,2758009756200,42171403,STK
111770,KR7111770004,영원무역,KOSPI,,61400,2,-3500,-5.39,66600,67900,59800,232014,14349063200,2734017575600,44311468,STK
003410,KR7003410008,쌍용C&E,KOSPI,,5360,3,0,0.0,5290,5370,5290,366833,1957736580,2700687429200,503859595,STK
004990,KR7004990008,롯데지주,KOSPI,,25350,2,-900,-3.43,26250,26250,25250,173518,4419867050,2659449157950,104909237,STK
002790,KR7002790004,아모레G,KOSPI,,31950,2,-750,-2.29,33100,33450,31550,578164,18597962200,2646907578000,82458180,STK
267260,KR7267260008,HD현대일렉트릭,KOSPI,,72900,2,-2200,-2.93,74700,76400,72700,261594,19462047100,2635045568500,36047135,STK
051915,KR7051911006,LG화학우,KOSPI,,337500,2,-9500,-2.74,341500,349500,337500,41197,14100798000,2598814400000,7688800,STK
052690,KR7052690005,한전기술,KOSPI,,66800,2,-2300,-3.33,69100,69100,66600,135887,9180990400,2568384000000,38220000,STK
403870,KR7403870009,HPSP,KOSDAQ,벤처기업부,31350,2,-250,-0.79,31850,32450,31350,1238669,39400562450,2548392600000,81159000,KSQ
272210,KR7272210006,한화시스템,KOSPI,,13350,2,-750,-5.32,14000,14060,13300,1365968,18462928700,2523963037040,188919389,STK
008930,KR7008930000,한미사이언스,KOSPI,,36050,2,-1550,-4.12,37850,38100,35900,373171,13685791200,2521947687000,69956940,STK
007070,KR7007070006,GS리테일,KOSPI,,24000,2,-200,-0.83,24150,24250,23450,290112,6940879600,2513230128000,104717922,STK
039490,KR7039490008,키움증권,KOSPI,,95600,2,-1700,-1.75,96800,98000,95200,41390,3986310800,2512518434800,26226706,STK
001450,KR7001450006,현대해상,KOSPI,,27850,2,-2800,-9.14,30200,30250,27800,1121987,31888519600,2498730000000,89400000,STK
058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,160100,1,300,0.19,161700,162900,158400,115138,18483423700,2440303437000,15242370,KSQ
020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,,52600,2,-3600,-6.41,54900,55700,52600,302855,16306156600,2434652088000,46110835,STK
005385,KR7005381009,현대차우,KOSPI,,100500,2,-1300,-1.28,101300,101300,100000,67032,6742550500,2423368459500,24113119,STK
293490,KR7293490009,카카오게임즈,KOSDAQ GLOBAL,우량기업부,28850,2,-950,-3.19,29500,29700,28800,500943,14575922200,2380007638200,82495932,KSQ
196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,기술성장기업부,45900,2,-400,-0.86,45800,46750,45250,436295,20101462700,2378342876000,51703106,KSQ
028670,KR7028670008,팬오션,KOSPI,,4375,2,-195,-4.27,4565,4565,4330,3960990,17437285915,2338741615000,534569512,STK
277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,121100,2,-17900,-12.88,137200,137600,120100,1691504,212910278000,2337064844400,19250946,KSQ
393890,KR7393890009,더블유씨피,KOSDAQ,기술성장기업부,68800,2,-1200,-1.71,69500,70300,68200,139925,9656887800,2325059742000,33696518,KSQ
000990,KR7000990002,DB하이텍,KOSPI,,52300,2,-1000,-1.88,52600,53600,52100,339371,17888542800,2322046152400,44398588,STK
214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,35650,1,800,2.3,34950,36900,34000,852590,30486097600,2309289426300,64776702,KSQ
036460,KR7036460004,한국가스공사,KOSPI,,24400,2,-600,-2.4,24750,24800,24350,354037,8672796450,2261668500000,92313000,STK
030000,KR7030000004,제일기획,KOSPI,,19180,1,150,0.79,19100,19380,18850,515577,9895941600,2207641107750,115041225,STK
214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,203000,0,0,0.0,0,0,0,0,0,2180829000000,10743000,KSQ
081660,KR7081660003,휠라홀딩스,KOSPI,,35900,2,-4200,-10.47,38900,39000,34850,620893,22380683150,2159741492100,60752222,STK
001040,KR7001040005,CJ,KOSPI,,73700,2,-3300,-4.29,76400,76400,70900,279171,20504905500,2156180152200,29176998,STK
138930,KR7138930003,BNK금융지주,KOSPI,,6570,2,-70,-1.05,6590,6660,6530,657383,4316063590,2141394566220,325935246,STK
006740,KR7006740005,영풍제지,KOSPI,,45700,2,-100,-0.22,45800,48600,44850,3833162,179730961550,2117261841400,46482148,STK
012750,KR7012750006,에스원,KOSPI,,55200,2,-400,-0.72,55200,55700,54500,43519,2399200500,2108954379000,37999178,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,73900,2,-2500,-3.27,75500,75600,73000,83002,6119959100,2090538994500,28288755,STK
042670,KR7042670000,HD현대인프라코어,KOSPI,,10320,2,-160,-1.53,10410,10480,10280,1515465,15704108740,2065895738550,199603453,STK
004170,KR7004170007,신세계,KOSPI,,209500,2,-4500,-2.1,213000,213000,202000,126409,26273423000,2062565419500,9845181,STK
139480,KR7139480008,이마트,KOSPI,,73500,2,-4200,-5.41,77100,77100,73500,292573,21752786800,2054447860300,27875819,STK
014680,KR7014680003,한솔케미칼,KOSPI,,178000,2,-6500,-3.52,183500,183500,177000,73404,13163382900,2016531190500,11335195,STK
088350,KR7088350004,한화생명,KOSPI,,2320,2,-80,-3.33,2380,2395,2310,2393183,5576418185,2014989600000,868530000,STK
000880,KR7000880005,한화,KOSPI,,26250,2,-750,-2.78,26700,26750,26250,428221,11301079300,1975162667250,74958735,STK
204320,KR7204320006,HL만도,KOSPI,,41950,2,-1200,-2.78,42950,43000,41250,346533,14479589500,1969851184000,46957120,STK
039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,157500,1,7900,5.28,155000,162100,154100,440695,69514225100,1931705440000,12319550,KSQ
047040,KR7047040001,대우건설,KOSPI,,4590,2,-95,-2.03,4675,4685,4465,2122119,9752142965,1907707908420,415622638,STK
007660,KR7007660004,이수페타시스,KOSPI,,30000,1,50,0.17,30500,32800,30000,8698175,273404467500,1903717211900,63246419,STK
440110,KR7440110005,파두,KOSDAQ,기술성장기업부,39350,2,-550,-1.38,41250,46850,38800,14198729,608135507550,1886079347250,48052977,KSQ
298050,KR7298050006,효성첨단소재,KOSPI,,420500,2,-18500,-4.21,434000,435000,420000,35501,15124653000,1883818134000,4479948,STK
357780,KR7357780006,솔브레인,KOSDAQ,우량기업부,240000,2,-15500,-6.07,256000,256000,239000,42429,10289569500,1874634406000,7778566,KSQ
000120,KR7000120006,CJ대한통운,KOSPI,,80800,2,-500,-0.62,81400,81500,79800,96325,7776813600,1845518629600,22812344,STK
005290,KR7005290002,동진쎄미켐,KOSDAQ,우량기업부,35450,2,-450,-1.25,35950,36300,35150,527026,18745896100,1820073087600,51414494,KSQ
328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,145600,2,-16600,-10.23,155000,157000,144800,715968,107414326564,1802674182400,12381004,KSQ
026960,KR7026960005,동서,KOSPI,,18050,2,-380,-2.06,18500,18500,18040,70418,1275603080,1802576000000,99700000,STK
002380,KR7002380004,KCC,KOSPI,,200500,2,-3500,-1.72,203500,203500,199000,30123,6047189400,1795067142000,8886471,STK
006040,KR7006040000,동원산업,KOSPI,,35950,2,-1050,-2.84,36550,36900,35850,23186,839484100,1791878540250,49982665,STK
000150,KR7000150003,두산,KOSPI,,106900,2,-1700,-1.57,110800,111000,105400,227229,24513852700,1764745578000,16523835,STK
298040,KR7298040007,효성중공업,KOSPI,,186000,2,-2100,-1.12,186000,198500,184100,114342,21945364700,1731568563600,9324548,STK
175330,KR7175330000,JB금융지주,KOSPI,,8620,2,-90,-1.03,8690,8700,8520,372167,3204872640,1703902033100,196982894,STK
121600,KR7121600001,나노신소재,KOSDAQ,우량기업부,141500,2,-3800,-2.62,144000,148400,141100,241828,34944886600,1664571191000,11763754,KSQ
017800,KR7017800004,현대엘리베이,KOSPI,,42550,1,250,0.59,42300,43100,41500,165822,7049844000,1663380981750,39092385,STK
095340,KR7095340006,ISC,KOSDAQ,우량기업부,95100,1,7100,8.07,91000,98000,90700,743935,70824812400,1651209797900,17399471,KSQ
001440,KR7001440007,대한전선,KOSPI,,13230,2,-10,-0.08,13110,13710,13110,1087719,14538978400,1648926725000,124447300,STK
010060,KR7010060002,OCI홀딩스,KOSPI,,100300,2,-2500,-2.43,101900,102100,100200,47902,4828192500,1647829256800,16412642,STK
034230,KR7034230003,파라다이스,KOSDAQ,중견기업부,17800,2,-210,-1.17,17880,17980,17300,2777359,48868155440,1633609099980,91672789,KSQ
079550,KR7079550000,LIG넥스원,KOSPI,,74200,2,-2300,-3.01,76400,77000,74000,127389,9535586300,1632400000000,22000000,STK
005850,KR7005850003,에스엘,KOSPI,,34900,1,350,1.01,35600,35900,33200,727631,25285276800,1623375774000,46448520,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,24500,2,-1150,-4.48,25650,25650,24500,389645,9655614550,1607870973300,65493726,STK
086900,KR7086900008,메디톡스,KOSDAQ,우량기업부,219500,2,-9000,-3.94,224000,229500,218000,87327,19295615500,1605662960000,7298468,KSQ
069960,KR7069960003,현대백화점,KOSPI,,68000,2,-2800,-3.95,69000,69000,65000,347193,23245839000,1591365988000,23402441,STK
192820,KR7192820009,코스맥스,KOSPI,,138200,2,-3900,-2.74,139900,140000,130900,490503,66911751300,1568502143800,11349509,STK
011210,KR7011210002,현대위아,KOSPI,,57100,2,-2100,-3.55,58600,58800,57000,247463,14225238800,1558278255900,27195083,STK
240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,31700,1,550,1.77,31300,31700,30900,364616,11443910400,1553505466650,49083901,KSQ
004000,KR7004000006,롯데정밀화학,KOSPI,,59600,2,-2400,-3.87,61600,61700,59600,73451,4417760200,1545420000000,25800000,STK
253450,KR7253450001,스튜디오드래곤,KOSDAQ,우량기업부,51200,2,-2700,-5.01,53500,53500,50700,182270,9350927000,1538995097600,30058498,KSQ
137400,KR7137400008,피엔티,KOSDAQ GLOBAL,우량기업부,67100,2,-3300,-4.69,68300,71200,66900,333716,22889522500,1525934385800,22741198,KSQ
383310,KR7383310000,에코프로에이치엔,KOSDAQ,중견기업부,99000,2,-1600,-1.59,98500,104600,98200,1254770,127491731600,1522840734000,15304932,KSQ
003620,KR7003620002,KG모빌리티,KOSPI,,8140,2,-260,-3.1,8260,8470,8110,654614,5397278800,1521822035360,186956024,STK
005420,KR7005420005,코스모화학,KOSPI,,43150,2,-1950,-4.32,44200,45050,43000,574847,25187327350,1510605038200,35008228,STK
237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,우량기업부,80200,2,-2400,-2.91,82600,82600,79500,120777,9710256100,1510344632500,18808775,KSQ
007310,KR7007310006,오뚜기,KOSPI,,374000,2,-16000,-4.1,390000,390000,371500,14944,5634362000,1502936250000,4007830,STK
001740,KR7001740000,SK네트웍스,KOSPI,,6350,2,-30,-0.47,6290,6530,6270,1537992,9834706250,1497191982750,235778265,STK
051600,KR7051600005,한전KPS,KOSPI,,33200,2,-400,-1.19,33250,33500,32900,150035,4978096350,1496250000000,45000000,STK
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,124100,2,-4400,-3.42,127000,127200,124100,101253,12711132400,1490793962400,12003172,KSQ
372170,KR7372170001,윤성에프앤씨,KOSDAQ,기술성장기업부,184300,2,-3900,-2.07,188200,199500,183700,112371,21419890900,1472932260800,7979048,KSQ
108320,KR7108320003,LX세미콘,KOSPI,,90300,2,-2700,-2.9,91600,92700,90100,71732,6519184800,1468666290000,16264300,STK
214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,142800,2,-4100,-2.79,147800,148800,140900,209488,30011070900,1466230571200,10296563,KSQ
137310,KR7137310009,에스디바이오센서,KOSPI,,11700,2,-380,-3.15,11900,12110,11670,917271,10864125510,1456092530100,124452353,STK
122870,KR7122870009,와이지엔터테인먼트,KOSDAQ,우량기업부,77000,2,-4500,-5.52,80000,81600,77000,410005,32168170400,1441845022800,18676749,KSQ
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,62200,2,-3200,-4.89,64700,65000,62000,280958,17688106200,1437061266200,23066794,KSQ
006110,KR7006110001,삼아알미늄,KOSPI,,97600,2,-2100,-2.11,99400,101800,97400,66942,6648067500,1435883001600,14711916,STK
065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,52000,4,12000,30.0,52000,52000,52000,594400,30908800000,1429165296000,27483948,KSQ
248070,KR7248070005,솔루엠,KOSPI,,28550,2,-250,-0.87,28650,29750,28350,1035424,30107797450,1422657925950,50005551,STK
